term,speech_part,meaning
pool,n.,"maysa a kita ti ay-ayam, basit a paset ti danum"
pool,n.,pagvotasan
poor,adj.,"napanglaw, nababa"
poorhouse,n.,taeng ti napanglaw
pop-eyed,adj.,nabukilad unay(mata)
pope,n.,"papa, pangulo ti Iglesia Romana Catolica"
popularity,n.,kinalatac
population,n.,ti tattao ti ili
poular,adj.,nalatac
precipitate,v.,"papardasen, iballadaw, pagtignayen, pasamaken"
precise,adj.,apagisu
prepare,v.,isagana
preparedness,n.,panacasagana
prescribe,v.,"isuro, yammo"
prescription,n.,"pacaamo, palawag"
presence,n.,"sango, caadda"
present,adj.,"madama, casango, adda"
present,n.,sagut
present,v.,"isango, ipacaammo"
preservation,n.,panangtaginayon
preside,v.,iturong
presidendt,n.,"pangulo, presidente"
press,n.,"pagmalditaan, pagiwarnac"
pressing,adj.,nasken
pressm v.,,"agplancha, italmeg"
pressure,n.,pigsa
presume,v.,panangipagarup
pretend,v.,inyarig
pretension,n.,panagyarig
pretty,adj.,napintas macaawis
prevalence,v.,kinaadu
prevent,v.,atipaen
prevention,n.,panangatipa
previous,adj.,"nalpasen, nacalabas"
prey,v.,"dangran, canen"
price,n.,gatad precio
prick,v.,tuduken
prickly heat,n.,bagas ti linaget
pride,n.,"tan-oc, dayaw"
primary,n.,"primaria, dagiti umuna nga uppat a grado cangrunaan a paset"
prime,n.,"caubingan, capigpigsaan"
primeval,adj.,"nataengan, naglabasen a panawen"
primitive,adj.,"cadaanan, atap"
prince,n.,peincipe
princely,adj.,maipapan iti principe
princess,n.,princesa
principak teacher,n.,pangulo dagiti mangisursuro
principal,n.,"paricipal, puonan"
principle,n.,pagbatayan a wayat
print,n.,"marca, printa, urit"
print,v.,"marcaan, imaldit"
printer,n.,"mammarca, agimaldit"
printing press,n.,pagimalditan
prior,adj.,sacbay
priority,n.,"immuna, sacbay"
prison,n.,pagbaludan
pristine,adj.,"umuna, calasbangan"
proof,n.,pammanecnec
prophesy,v.,ipadles
prophet,n.,"profeta, mammadto"
prophetic,adj.,"managpadto, masirib"
proportion,n.,"panagpapada, panagbagay, urnos, panagbingay"
proportionate,adj.,"agpapada, naurnos, maibagay a panagbingay"
propose,v.,idagadag
proposition,n.,"singasing, wayat nga idagadag"
proprietor,n.,akincucua
proprietry,n.,panagtagicua
prospect,n.,"talged, makitkita"
prosperity,n.,"panagbacnang, panagrang-ay"
prosperous,adj.,narang-ay
prospher,v.,"bumacnang, rumang-ay"
prostrate,"adj., v.",napadso
protect,v.,salcniban
protective,adj.,macasalacnib
protegee,n.,taraken
protest,n.,"protesta, isusupiat"
proud,adj.,"napasindayaw, natangig"
prove,v.,panecnecan
proverb,n.,"proverbo, pagsasao"
provide,v.,"itden ti casapulan, agsagana"
providence,n.,"Dios, panangipaay"
province,n.,provincia
provision,n.,balon
provisional,adj.,"nairanta nga agpaay iti mabaiit, apagapaman"
provocative,adj.,"panangawis ng agpungtot, carit"
prune,v.,puteden
pruning,n.,nagputedan
public,n.,"publico, umili, caaduan"
public school,n.,pagadalan ti umili
publication,n.,"libro, pagiwarnac"
publish,v.,ipablaac
puff,v.,ipugso
pugilist,n.,boxingero
pugnacious,adj.,"nalaca a makiapa, mannakiriri"
pulchritude,n.,kinapintas
pull,n.,guyod
pull,v.,guyoden
pulley,n.,"maysa a kita cadagiti innem a maquina, calo"
pulse,n.,"pulso, pitic"
pulverize,v.,remeken
pump,v.,bombaen
pumpkin,,"n, carabasa"
punctilious,adj.,naipagisu
punctuate,v.,tulnecan
puncture,n.,"abut, lussoc"
puncture,v.,abutan
punish,v.,"parigaten, dusaen"
punishable,adj.,madusa
punishment,n.,dusa
punitive,adj.,maipapan iti panagicaro
puny,adj.,"nalupoy, passit, saan a nasken"
pupil,n.,agadadal nga ubbing
puposeful,adj.,naganetget
puppy,n.,"uken, anac ti aso"
purchase,n.,"panaggatang, ginatang"
purchase,v.,gatangen
pure,adj.,"nalitnaw, awanan mulit"
purge,v.,dalusan
puristic,adj.,managdalus
purple,n.,maris ti ubi
purpose,n.,"tarigagay, gandat"
purse,n.,"petaca, supot ti cuarta"
pursuant,adv.,maipanggep iti
pursue,v.,"suroten, camaten, gunoden"
push,v.,iduron
put,v.,icabil
puzzle,n.,burburtla
puzzling,adj.,casia burburtia naricut
pygmy,n.,"babassit a tattao, ansisit"
quack,adj.,saan a pundo
quadrille,n.,"maysa iti uppat nga agdangadang, ay-ayam iti nipis"
quadruped,n.,uppat ti sacana nga ayup
quail,n.,pugo
quaint,adj.,carcarna
qualification,n.,"cabaelan, cababalin tapno maragpat ti panggep"
quality,n.,"clase, kita"
qualm,n.,sagubanit
quarantine,n.,"cuarentenas, culong"
quarantine,v.,"ipupoc, iculong"
quarrel,n.,"apa, susic"
quarrel,v.,"agriri, agapa"
quarrelsome,adj.,"managringgor, mannakiapa"
quart,n.,1/4 ti galon
quarter,n.,maicapat a paset
quarterly,n.,tunggal talio bulan
quartette,n.,"uppatan, uppat a voces"
quash,v.,"iwacsi, pucawen"
quaver,v.,agtigerger
rabbit,n.,conejo
rabid,adj.,"aguuyong, napasnec"
rabies,n.,gita ti aso
race track,n.,paglumbaan
racem n.,,"caputotan, lumba"
rack,n.,pagsabitan
racy,adj.,napartac
radiant,adj.,naraniag
radio,n.,radio
radio,v.,iwarnac iti radio
radish,n.,rabanos
raffle,n.,rifa
raft,n.,"balsa, pagbailasiw"
rafter,n.,passangir
rag,n.,"pagpunas, nisnis"
rage,n.,"pungot, unget"
rage,v.,"agunget, agpungtot"
ragged,adj.,"agduduma iti patas, narusanger"
raid,v.,rauten
railroad,n.,riles ti tren
rain,n.,tudo
rain tree,n.,acacia
rainbow,n.,bullalayaw
rainy,adj.,matutudo
rainy season,n.,"panagtutudo, nepnep ibangon, mag-ani, itindig"
raise,n.,"nayon, itatal-o"
rake,n.,"caraycay, pagdalus"
rake,v.,dalusan
rally,n.,taripnong ti adu a tao
ramble,v.,agbaniaga
ramblings,n.,panagpagnapagna
ranch,n.,"coral, rancho, pagtaengan dagiti vaca"
range,n.,caadayo
rank,n.,"grado, tucad"
rank,v.,"itucad, igrado"
ranking,adj.,nangato
rap,v.,tugtogen
rapid,adj.,"napartac, agsasaruno"
rapture,n.,panagragragsac
rapturous,adj.,macaparagsac
rare,adj.,manmano
rat,n.,bao
rate,n.,"bilang, capartac"
rather,adv.,nasaysayaat no wenno
rating,n.,"grado, bilang"
rattan,n.,way
rattle,v.,pagunien
raven,n.,wac
ravenous,adj.,"narawet, mabisin"
raw,adj.,naata
ray,n.,sinamar
raze,v.,"uramen, rippuogen"
razor,n.,navajas
reach,v.,"abuten, danonen"
read,v.,"agbasa, bumasa"
reader,n.,"agbasbasa, libro a basaen"
readily,adv.,sisasagana
readjust,v.,"baliwan ti urnos, ibagay"
ready,adj.,"pudno, agpayso"
realize,v.,panunoten
really,adv.,"pudno, agpayso"
realm,n.,"uneg, sacup"
reap,v.,"anien, agani"
rear,n.,"licud, licudan"
rear,v.,"taracnen, padacklen"
reason,n.,"razon, pamcautan"
reason,v.,icalintegan
rebel,n.,ti umalsa
rebellious,adj.,managalsa
rebuke,v.,ungatan
recall,v.,"pannacaipalagip, malapig, pagsublien"
recede,v.,"agsubli, bumaba"
receivable,adj.,"maawat, sumbrec"
recent,adj.,nabiit pay
receptacle,n.,pagyanan ti bombilla wenno ania man
recess,n.,panaginana
recetion,n.,panangawat
reciept,n.,recibo
recieve,v.,awaten
recipe,n.,kita ti panagluto
recoil,v.,agsanud
recommend,v.,icalicagum
recommendation,n.,"dagiti, calicagum, gandat"
recompense,v.,"bayadan, supapacan"
reconcile,v.,pagkinnaawaten
reconciliation,n.,panagtinnarus
record,n.,lista naummong a pacaammo
recover,v.,"lumaing, masubbot"
recovery,n.,"panaglaing, panagsubbot"
red,adj.,"nalabaga, nalabbasit"
reddish,adj.,lumabaga
redeem,v.,subboten
redemption,n.,panagangsubbot
reduce,v.,"pabassiten, kissayan"
reducible,adj.,maiccatan
reduction,n.,panangpabassit
redundant,adj.,naulit-ulit
reduplicate,v.,uliten
reeky,adj.,nabangsit
reel,v.,tulatid
reenforce,v.,"papigsaen, nayonan ti pigsa"
reenforcement,n.,"tulong, nayon"
refer,v.,"itulad, kitaen"
refine,v.,"suruan, pasayaaten, aramiden a fino"
refined,adj.,"nafino, nangato ti kitana nasursuruan"
refinement,n.,"sursuro, kinasayaat"
reflect,v.,yanninaw
reflecting,v.,yan-anninaw
reform,n.,panagbaro ti ugali
reform,v.,pagbaliwen
reformation,n.,panangbaliw iti sucog
refrain,n.,coro
refrain,v.,lisian
refresh,v.,"aginana, agpalamiis"
refreshing,adj.,"macapalamiis, macapagin-awa"
refreshments,n.,pagpalamiis
refrigeration,n.,panangpalamiis
refuge,n.,camangan
refugee,n.,ti agcamang
refund,v.,isubli ti gatad
refusal,n.,panagmadi
refuse,v.,agmadi
refute,v.,agsungbat
regain,v.,pasublien
regal,adj.,"nangato, natan-oc"
regalia,n.,ramit ti ari
regard,v.,panggep a nasayaat
regardless,adj.,saana maibilang
regards,n.,pammadayaw
regenerate,v.,"agpabaro, panagbaro ti casasaad"
reprimand,n.,panagunget
reprimand,v.,"agpungtot, ungtan"
reprisal,n.,"agpungtot, ungtan"
reproach,n.,pannacaibain
reproach,v.,iccan iti basol
reproduce,v.,"panagpatubo, aganac"
reproduction,n.,panagpaadu iti mula
reproduction,n.,"panagpatubo, aganac"
reproof,n.,pammabalaw
repudiation,n.,panangtallicud
repundance,n.,kinaadu
reputation,n.,dayaw
reputed,adj.,"nadamag, ammo"
request,n.,dawat
request,v.,dawaten
requisite,n.,masapsapul
rescue,v.,"isalacan, ilisi"
resemblance,n.,panagcaingas
resemble,v.,"capada, umasping"
resent,v.,guraen
resentful,adj.,nacagura
resentment,n.,gura
reservation,n.,"reservacion, pannacailasin iti maysa a panggep"
reserve,v.,"ilasin, idulin, isagana"
reservoir,n.,pagurnongan iti danum
reside,v.,"agtaeng, agyan"
residence,n.,pagtaengan
residue,n.,"nabati, aridaed"
resign,v.,agiccat
resignation,n.,panagiccat
resigned,adj.,sisasagana iti pasamac
resist,v.,"labanan, supringen"
resistance,n.,isusupiat
resolute,adj.,naregget
resolve,v.,agregget
resort,n.,pagvacacionan
resource,n.,"cuarta, pigsa"
resourceful,adj.,"napartac, nalaling"
respect,v.,dayaw
respectful,adj.,nadayaw
respective,adj.,maipapan ti dadduma
respiration,n.,panaganges
respire,n.,aganges
respite,n.,panagsardeng
resplendent,adj.,"nalawag, naraniag"
respond,v.,sumungbat
respondent,n.,"calaban, agsungbat"
response,n.,sungbat
responsibility,n.,annongen rebbengen
responsible,adj.,"agrebbeng, agsungbat"
responsive,adj.,managsungbat
rest,n.,panaginana
rest,v.,"aginana, agsardeng"
restaurant,n.,panganan
restful,adj.,macapainana
restless,adj.,"saan a macataina, naalicuteg"
restlessness,n.,"kinaalicuteg, caawan ti inana"
restoration,n.,pannacaisubli
restorative,adj.,macaisubli
restore,v.,isubli
restraint,n.,panagtengngel
restraint,v.,tenglen
result,n.,"ruarna, bunga, banag"
result,v.,nagbalinan
resume,n.,"anag, pacadagupan"
resume,v.,panangituloy
resumption,n.,pannacaituloy
resurrection,n.,panagungar
retail,adj.,"minudeo, sagbabassit a laco"
retail,v.,ilaco a saggabassit
retailing,n.,saggabassit a panaglaco
retain,v.,ibati
retain,v.,tenglen
retaliate,v.,"ibales, agibales"
retention,n.,panagtengngel
reticence,n.,"kinatalinaay, panagkedked"
reticent,adj.,"natalinaay, nakedked"
retirement,n.,panaginana
retirement,n.,panaginana
retort,n.,sungbat
retort,n.,sungbat
retouch,v.,piduaen a tamingen
retract,v.,ibabawi
retreat,v.,"agsanod, agsubli"
retribution,n.,ti sagrapen ti tao iti nasayat wenno dakes nga aramid
retrieve,v.,subboten
retroactive,v.,panangrugi ti nalpasen
retrogression,n.,panagsanod
retrospect,v.,pananglagip
return,n.,panagsubli
return,v.,isusubli
reveal,v.,ipaglgac
revelations,n.,"panangipalgac, revelacion"
revelry,n.,"panagragsac, panagliwliwa"
revenge,v.,"agicaro, agibales"
revengeful,adj.,"managicaro, managibles"
revenue,n.,buis
reverberate,v.,panagsubli ti timec
revere,v.,agdayaw
reverence,n.,panagdayaw
reverend,adj.,"naayat, nadayaw"
reverie,n .,"tagtagainep, parparmata"
reversal,n.,nabalictad
reverse,v.,balictad
revert,v.,maisubli
review,n.,"maicadua a panangkita, libut"
review,v.,"uliten, sublian"
reviewer,n.,"ti agulit, ti agsubli"
revise,v.,"pabarwen, baliwan"
revision,n.,panangbaliw
revival,n.,panangpaungar
revoke,v.,"iccaten, pabarwen"
revolt,n.,yaalsa
revolting,adj.,"macaited iti riri, macasair"
revolution,n.,"revolucion, panaglaban, panagtayyec"
revolutionary,adj.,maipapan iti revolucion
revolver,n.,revolver
revolving,adj.,agtaytayyec
revulsion,n.,ti panagbaliw ti ricna
reward,n.,"abaken, gunggona"
rib,v.,"angwen, sutilen"
ribbings,n.,panangangaw
ribbon,n.,"laso, liston"
rice,n.,"pagay, inapuy"
riches,n.,bacnang
riches,n.,kinabacnang
rid,v.,"paalisen, paiccaten"
riddle,n.,"bidbidan, dudogen"
riddle,n.,burburtia
ride,n.,panagsacay
ride,v.,sumacay
rider,n.,agsacay
ridge,n.,"tantagaytay, turod"
ridicule,n.,angaw
ridicule,v.,angawen
ridiculous,adj.,nacaang-angaw
rigger,n.,layag
right,adj.,"canawan, pudno"
rigid,adj.,"naninget, nakidser"
rile,v.,angawen
rill,n.,"bassit a carayan, waig"
rim,n.,"igid, iking"
ring,n.,"singsing, pagboxingan"
ring,v.,"abatingting, agkililing"
ringworm,n.,igges ti tian wenno cudi
rinse,n.,ugas
riot,v.,aggulo
rioters,n.,dagiti manggulo
rip,n.,"dadael, galip"
rip,v.,"galipen, pisien dadaelen"
ripe,adj.,naluom
ripen,v.,agluom
ripple,n.,babassit a dalluyon
rise,n.,ingangato
rise,v.,"bumangon, tumacder"
risk,n.,peggad
risk,v.,ipeggad
risky,adj.,napeggad
rival,n.,"calaban, casalisal"
rivalry,n.,"panaglalaban, panagsalip"
river,n.,carayan
river view,n.,ladawan ti carayan
riverside,n.,igid ti carayan
road,n.,"calsada, pagnaan"
roadside,n.,igid ti dalan
roam,v.,agpasiar
roaming,n.,agpaspasiar
roar,v.,agdaranudor
roaring,adj.,agdardaranudor
roast,n.,"lechon, tuno"
roast,v.,"lechonen, tunuen"
rob,v.,tacawan
robber,n.,"tulisan, agtatacaw"
robe,n.,bado
robin,n.,"robin, bulilising"
rock,n.,bato
rock,v.,"yindayon, itulod, ilili"
rocky,adj.,nabato
rod,n.,pagbaot
rodent,n.,dagiti marabutit
rogue,n.,dursoc
roll,n.,lucot
roll,v.,"itulid, agtulid"
rolling,adj.,agtultulid
romancing,v.,aglalailo
roof,n.,atep
room,n.,siled
roommate,n.,cadua iti siled
roomy,adj.,nalawa
roost,n.,panagapon
root,n.,ramot
rope,n.,tali
rope,v.,talian
rose,n.,rosa
rot,v.,aglungsot
rotten,adj.,nalungsot
rough,adj.,"nagaspang, saan a nalinis, nakersang"
round,adj.,nagtimbukel
round,n.,ricus
rouse,v.,riingen
rousing,adj.,"nariri, nagayed, naarimbangaw"
rowdy,adj.,managriribuc
royal,adj.,naarian
royalty,n.,"kinaari, bayad"
rub,v.,"dalusan, lampasuan, aprusan"
rubber,n.,"goma, pangbura"
rubbish,n.,rugit
rude,adj.,nadursoc
rudeness,n.,kinadursoc
rug,n.,"pagdalus, alfombra"
rugged,adj.,"nabato, saan a nasimpa"
ruin,v.,"dadaelen, reggaay"
ruinous,adj.,macadadael
rule,n.,"linteg, panagituray"
ruler,n.,mangituray
rumbling,adj.,marmargaay
rumor,n.,sayangguseng
rumored,v.,naisayangguseng
run,v.,"agtaray, tumaray"
run over,v.,"padalapusan, paatalan"
runaway,adj.,aglibas
rural,adj.,maipanggep iti awat wenno ruar ti ili
ruse,n.,sicap
rush,adj.,"napartac, dumarup"
rush,v.,sipapartac
rust,n.,"lati, namaliw ti kitana"
rusty,adj.,nalati
rut,n.,"abot, lungog"
sabbath,n.,aldaw ti inana
sable,n.,kita ti dutdot
sabotage,n.,panagdadael
sack,n.,"supot, langgotsi, saco"
sack,v.,"tacawan, susupan"
sacred,adj.,nasuntuan
sacrifice,n.,daton
sad,adj.,naliday
saddle,n.,silla
saddle,v.,icapet ti silla
sadness,n.,ladingit
safe,adj.,natalged
safe,n.,landoc a pagyanan ti pirac
safety,n.,kinatalged
sagacious,adj.,"nasaririt, nalaing"
sage,n.,masirib
sail,n.,layag
sail,v.,aglayag
sailor,n.,marinero
saint,n.,santo
saintly,ajd.,"nasantuan, maipapan iti santo"
salable,adj.,mailaco
salad,n.,"salad, kinelnat"
salary,n.,sueldo
sale,n.,naglacuan
salesman,n.,aglaclaco a lalaki
saleswoman,n.,aglaclaco a babai
salt,n.,asin
saltiness,n.,"naapgad, apgad"
salty,adj.,naapgad
salutation,n.,"panagdayaw, cablaaw"
salute,n.,"panangdayaw, dayaw, saludo"
salute,v.,"panangdayaw, panagsaludo"
salvation,n.,pannacaisalacan
same,adj.,"agpada, isu met laing"
sample,n.,pagwadan
sampled,v.,pinadas
sanctity,n.,kinasanto
sanctity,v.,nasantuan
sand,n.,darat
sandy,adj.,nadarat
sanitarium,n.,pagpaimbagan
sap,n.,tubbog
sarcasm,n.,pammasagid
sash,n.,pagreppet
satan,n.,"satanas, demonio"
satanic,adj.,"dakes, cas ken Satanis"
satiate,v.,peneken
satin,n.,"satin, naingpis a kita ti lupot"
satisfaction,n.,pannacapnec
satisfactory,adj.,macapnec
satisfy,v.,penneken
saturday,n.,Sabado
sauce,n.,"pagsawsawan, salsa"
saucer,n.,"platito, bassit a pinggan"
saucy,adj.,"macaawis, naimas"
sausage,n.,longganisa
savage,adj.,"narungsot, naatap"
savage,n.,atap
save,v.,"ispalen, salimetmetan"
savor,v.,ramanan
savort,adj.,naraman
saw,n.,ragadi
saw,v.,"ragaddien, nakita"
say,n.,"cuna, pammagbaga, palawag"
say,v.,"saritaenm ibaga, cunaen"
saying,n.,pagsasao
scaffold,n.,pagbitayan
scale,n.,"pagtimbangan, sicsic, pagrucodan"
scale,v.,rucoden
scaly,adj.,nasicsic
scandal,n.,"aramid a dakes, escandalo"
scandalous,adj.,nacaalalas nga aramid
scarce,adj.,"bassit, nakirang"
scarcity,n.,"kinataccum, kinakirang"
scarf,n.,abigay
scatter,v.,iwara
scattered,adj.,naiwara
scene,n.,buya
scheme,n.,wagat
scheme,v.,iwayat
scheming,adj.,agiwayat
scholar,n.,"nalaing, estudiante"
scholarship,n.,panagadal
school,n.,"pagadalan, escuele"
school,v.,"isuro, sursuruan"
schoolhouse,n.,balay ti pagadalan
schoolteacher,n.,"maestro wenno maestra, mangisursuro"
science,n.,"pagsiriban, adal, ciencia"
scientific,adj.,maipapan iti ciencia
scientist,n.,"masirib, cientifico"
scissors,n.,"cartib, getteng"
scold,v.,"ungtan, pagungtan"
score,n.,"bilang, puntos"
score,v.,"ibilang, dillawen"
scorn,n.,pungtot
scorn,v.,pagpangtotan
scout,n.,"bayabay, agpaliiw"
scrap,n.,"bassit a pirgis, pirgis"
scrape,v.,"ukisan, linisan, carusan"
scratch,n.,"gumriad, cudcud"
scratch,v.,cudcuden
scratchy,adj.,nagatel
scream,n.,"riaw, ickis"
scream,v.,"agriaw, agpuccaw, agickis"
screen,n.,"abbong, linged"
screen,v.,"abbongan, lingdan"
scrub,v.,lampasuen
scruples,n.,pagannurotan
scrupulous,adj.,nalinteg
sculptor,n.,escultor
sea,n.,"baybay, taaw"
seal,n.,"marca, timbre, maysa a kita ti lames"
seal,v.,iserra
seaman,n.,"agtataeng iti baybay, agyan iti vapor"
seamstress,n.,agdadait a babai
search,v.,"sapulen, biroken"
season,n.,panawen
seasonal,adj.,maipapan iti panawen
seasoning,n.,pagtimpla
seat,n.,"tugaw, pagtugawan"
seat,v.,agtugaw
secede,n.,sumina
second,adj. n.,"maicadua, segundo, daricmat"
second,v.,pasarunuan
secret,n.,palimed
secretary,n.,"cadua, secretario"
secretly,adv.,sili limed
section,n.,"benneg, paset"
sectionalism,n.,panangiduma iti puroc
secure,adj.,natalged
secure,v.,alaen
security,n.,"linong, talged"
see,v.,"kitaen, imatangan"
seem,v.,casla
seemingly,adv.,cala
seize,v.,"iggaman, agawen"
seizure,n.,panangagaw
seldom,adv.,sapa minsan
select,v.,"pilien, pumili"
selection,n.,"pinili, panagpili"
selective,adj.,managpili
self,n.,bagi
selfish,adj.,naimut
selfishness,n.,kinaimut
sell,v.,ilaco
seller,n.,aglaclaco
semi,prefix.,cagadua
senate,n.,senado
senator,n.,senador
send,v.,"ibaon, ipaw-it"
send-off,n.,pammalubos
senility,n.,nataengan
sensation,n.,ricna
sense,n.,"panunot, ricna"
sensibility,n.,panagricna
sensible,adj.,"nainsiriban, nasayat a napanunot"
sensitive plant,n.,bain-bain
sensuous,adj.,"managricna, naderrep"
sentence,n.,"sarita, keddeng"
sentence,v.,ikeddeng
sentiment,n.,ricricnaen
sentimental,adj.,managricna
separate,adj.,naisina
separate,v.,isina
september,n.,Septiembre
serene,adj.,nalinac
series,n.,agsasaruno
serious,adj.,"nagaed, nasaem"
seriously,adv.,"napundo, sigagaed, sipupudno, sisasaen"
serpent,n.,"uleg, serpiente"
servant,n.,babaonen
serve,v.,"agpaay, ipaay"
servicable,adj.,macapagpaay
service,n.,panagpaay
set,n.,"yasmang, idasar"
set,v.,asmang
setting,n.,disso
settle,v.,"agtaeng, ibanag, leppasen"
seven,n.,pito
seventeent,n.,sangapulo ket pito
seventeenth,adj.,maicasangapulo ket pito
seventy,n.,pito pulo
sever,v.,putden
several,adj.,adu
severance,n.,pannacaputed
severe,adj.,nacaro
sew,v.,daiten
sex,n.,kinatao (lalaki wenno babai)
shabby,adj.,rutay-rutay
shackle,v.,"reppeten, isab-it"
shade,n.,"siroc, linong"
shadow,n.,anniniwan
shady,adj.,nalinong
shaft,n.,pana
shake,v.,gungganen
shaky,adj.,magunggon
shall,v.,to (suffix)
shallow,adj.,"ababaw, narabaw"
shallowness,n.,"ti kinaababaw, kinarabaw"
shame,n.,"bain, pacaibabainan"
shameless,adj.,awanan iti bain
shape,n.,sucong
share,v.,bingayen
shareholder,n.,cabingay
sharp,adj.,natirad
sharpen,v.,"patademen, yasa"
shave,v.,cuscosan
shaving,n.,pagputedan
she,pron.,isu(babai)
sheath,n.,caluban
shed,n.,linong
shed,v.,linongan
sheep,v.,carnero
sheepish,adj.,tacrut
sheet,n.,maysa a paset
shelf,n.,paset ti aparador
shell,n.,"ukis, calub, balay cas ti leddeg, bala ti cañon"
shell,v.,"bombaen, paltugan, ukisan"
shelter,n .,linong
shelter,v.,aglinong
shepherd,n.,"agayaywan cadagiti carnero, pastor"
sheriff,n.,pangulo dagiti polis
shield,n.,"calasag, saripda"
shift,n.,"panangisucat, panangyalis"
shift,v.,"yalis, suctan"
shine,v.,"aglawag, agraniag"
shiny,adj.,naraniag
ship,n.,"vapor, sasacayan"
ship,v.,"ipaw-it, ited"
shipper,n.,"ited, ipaw-it"
shirt,n.,"bado, camisadentro"
shiver,v.,"agtigerger, agkintayeg"
shock,n.,pamacakellaat
shoe,n.,zapatos
shoeless,adj.,awanan zapatos
shoot,n.,"rabong, tubo"
shoot,v.,paltugan
shop,n.,"pagaramidan, paglacuan"
shop,v.,gumatang
shore,n.,igid ti baybay
short,adj.,"ababa, puted"
shortage,n.,"cacurangan, panagcurang"
shorty,adj.,pandec
should,v.,"rumbeng, coma"
shoulder,n.,abaga
shoulder,v.,ibaclay
shout,n.,puccaw
shout,v.,"agpuccaw, ipuccaw"
shovel,n.,pala
shovel,v.,"dalusan, palaen"
show,n.,pabuya
show,v.,ipabuya
showdown,n.,"panaglinnawag, panagsinnuot"
shower,n.,"arimucamoc, arbis"
showy,adj.,naparammag
shrewd,adj.,masirib
shriek,n.,puccaw
shriek,v.,"agpuccaw, agtigerger"
shrill,n.,natinggaw
shrub,n.,bassit a caycayo
shuffle,v.,"sucsuken, paglalaoken"
shun,v.,"lisian, cagura"
shut,adj.,"nacaserra, nacarikep"
shut,v.,"iserra, irikep"
shy,adj.,managbain
shyness,n.,kinamanagbain
siccessful,adj.,nagballigi
sick,adj.,agsakit
sickly,adj.,masacsakit
sickness,n.,"sakit, sagubanit"
side,n.,"sibay, sikigan, abay"
side,v.,"caduaen, ayonan, canunongan"
sidewalk,n.,pagnaan
sidewise,adj.,agbangir
sigh,n.,sennaay
sigh,v.,agsennaay
sight,n.,"kita, panagkita"
sight,v.,"kitaen, sirigen, imatangan"
sign,n.,"firma, tanda, marca"
sign,v.,"firmaan, patalgedan"
signal,n.,"tanda, señal"
signal,v.,"ipacaamo, señasan"
silence,n.,ulimec
silence,v.,pagulimeken
silent,adj.,naulimec
silently,adv.,siulimec
silk,n.,seda
silky,adj.,nalamuyot
sillyness,n.,kinamaag
silver,n.,pirac
silvery,adj.,"napudaw, naraniag, puraw"
similar,adj.,"agpadpada, agcaingas"
similarly,adv.,"casta met, umasping"
simple,adj.,nanumo
simplicity,n.,kinanumo
sin,n.,basol
since,adv.,nanipud
sincere,adj.,"napudno, napasnec"
sincerely yours,,toy sipupudno
sing,v.,"agcanta, agcancion"
singular,adj.,maysa
sir,n.,apo
sire,n.,ama
sister,n.,cabsat a babai
sit,v.,agtugaw
site,n.,"pagipatacderan, disso"
sitting,n.,agtugtugaw
sitting,n.,agtugtugaw
situated,v.,"maipasdec, naidisso"
six,n.,innem
sixteen,n.,sangapulo ket innem
sixth,adj.,maicanem
sixty,n.,inem a pulo
size,n.,cadackel
sizeable,adj.,dackel
skate,n.,skate
skate,v.,agayayam iti skate
skeleton,n.,rurog
skill,n.,"ammo, sirib, kinalaing"
skillful,adj.,"nalaing, nalaing nga agaramid"
skim,v.,apagbiit a tamingen
skin,n.,"ukis, cudil"
skip,v.,"lactawan, bactawan"
skirt,n.,pandiling
sky,n.,langit
skyrocket,v.,"ngumato, tumayab"
slant,n.,iray
slave,n.,"tagabo, adipen"
slay,v.,patayen
slayer,n.,agpapatay
sled,n.,pasagad
sleep,n.,pannaturog
sleep,v.,maturong
sleepiness,n.,pannacaturturog
sleepy,adj.,macaturog
sleeve,n.,manggas
sleeveless,adj.,awanan iti manggas
slender,adj.,"nacuttong, narapis"
slice,n.,"galip, iwa"
slice,v.,"galipen, iwaen"
slide,v.,"igalis, yasa"
slight,adj.,"bassit, apagapaman"
slight,v.,ibassit
slip,n.,pirgis
slip,v.,maigalis
slipper,n.,chinelas
slippery,adj.,maigalis
slope,n.,bacras
sloping,adj.,agundayas
slow,adj.,"nabuntog, nainayad, naginad"
slowly,adj.,siinayad
slowness,n.,kinabuntog
slumber,n.,turog
slumber,v.,maturog
sly,adj.,"dakes, macapadakes"
slyly,adv.,sidadakes
small,adj.,bassit
smallness,n.,kinabassit
smallpox,n.,burtong
smell,n.,"angot, ayamuom"
smell,v.,anguten
smelly,adj.,naangut
smile,n.,isem
smile,v.,umsem
smiling,adj.,umisisem
smoke,n.,asuc
smoke,v.,paasucan
smooth,adj.,"nalinis, nalamuyot"
smoothly,adv.,"napatad, silalamuyot"
smoothness,n.,kinalamuyot
snail,n.,birurucong
snake,n.,uleg
snap,n.,rittuoc
snap,v.,"rittuoken, alisen"
snappy,adj.,"naparagsit, napartac"
snarl,v.,"umingar, ngumernger"
snatch,n.,panangagaw
snatch,v.,agawen
sneeze,n.,baen
snore,n.,uroc
snow,n.,hielo
snowy,adj.,napno iti hielo
so,adv.,"isu a, gapuna"
soap,n.,sabon
soapy,adj.,nasabon
soar,v.,"agpangato, ngumato"
soaring,adj.,agpangpangato
sober,adj.,natanang
